Cod Mec,Escola,Gre,Município
26070618,Escola Professor Antonio Pedro de Aguiar,Vale do Capibaribe(Limoeiro),Orobo
26070782,Escola de Referencia em Ensino Medio Conego Fernando Passos,Vale do Capibaribe(Limoeiro),Passira
26070880,Escola de Referencia em Ensino Medio Manoel Guilherme da Silva,Vale do Capibaribe(Limoeiro),Passira
26071606,Escola de Referencia em Ensino Medio Coronel Joao Francisco,Mata Norte(Nazare da Mata),Sao Vicente Ferrer
26071673,Escola Professor Joao Barbosa de Almeida,Mata Norte(Nazare da Mata),Sao Vicente Ferrer
26071924,Escola de Referencia em Ensino Medio Azarias Salgado,Agreste Meridional(Garanhuns),Angelim
26072149,Escola de Referencia em Ensino Medio Coronel Jose Abilio,Agreste Meridional(Garanhuns),Bom Conselho
26072254,Escola de Referencia em Ensino Medio Frei Caetano de Messina,Agreste Meridional(Garanhuns),Bom Conselho
26072637,Escola Mestra Beatriz,Agreste Meridional(Garanhuns),Bom Conselho
26073102,Escola de Referencia em Ensino Medio Professora Ismenia Lemos Wanderley,Agreste Meridional(Garanhuns),Brejao
26073498,Escola de Referencia em Ensino Medio Luiz Pereira Junior,Agreste Meridional(Garanhuns),Caetes
26074079,Escola de Referencia em Ensino Medio Augusta Cordeiro de Melo,Agreste Meridional(Garanhuns),Calcado
26074311,Escola de Referencia em Ensino Medio Jeronimo Gueiros,Agreste Meridional(Garanhuns),Canhotinho
26074362,Escola Pe Antonio Callou de Alencar,Agreste Meridional(Garanhuns),Canhotinho
26074907,Escola de Referencia em Ensino Medio Augusto Lucio da Silva,Agreste Meridional(Garanhuns),Correntes
26074923,Escola Professora Clarice Godoy,Agreste Meridional(Garanhuns),Correntes
26075385,Escola de Referencia em Ensino Medio Francisco Madeiros,Agreste Meridional(Garanhuns),Garanhuns
26075687,Escola de Referencia em Ensino Medio Dom Joao da Mata Amaral,Agreste Meridional(Garanhuns),Garanhuns
26075709,Escola Dom Juvencio Britto,Agreste Meridional(Garanhuns),Garanhuns
26075733,Escola Duque de Caxias,Agreste Meridional(Garanhuns),Garanhuns
26075768,Escola de Referencia em Ensino Medio Henrique Dias,Agreste Meridional(Garanhuns),Garanhuns
26075903,Escola de Referencia em Ensino Medio Professor Jeronimo Gueiros,Agreste Meridional(Garanhuns),Garanhuns
26075911,Escola Professora Elisa Coelho,Agreste Meridional(Garanhuns),Garanhuns
26075920,Escola Professora Elvira Viana,Agreste Meridional(Garanhuns),Garanhuns
26075970,Escola Sao Cristovao,Agreste Meridional(Garanhuns),Garanhuns
26075997,Escola Senador Aderbal Jurema - Garanhuns,Agreste Meridional(Garanhuns),Garanhuns
26076047,Escola Simoa Gomes,Agreste Meridional(Garanhuns),Garanhuns
26076250,Escola de Referencia em Ensino Medio Virgem do Socorro,Agreste Meridional(Garanhuns),Garanhuns
26076357,Escola Instituto Presbiteriano de Heliopolis,Agreste Meridional(Garanhuns),Garanhuns
26076780,Escola de Referencia em Ensino Medio Francisco Pereira da Costa,Agreste Meridional(Garanhuns),Iati
26077825,Escola de Referencia em Ensino Medio Sebastiao Tiago de Oliveira,Agreste Meridional(Garanhuns),Jupi
26078562,Escola de Referencia em Ensino Medio Abilio Monteiro,Agreste Meridional(Garanhuns),Lagoa do Ouro
26078805,Escola de Referencia em Ensino Medio Deolinda Amaral,Agreste Meridional(Garanhuns),Lajedo
26078872,Escola Jornalista Manuel Amaral,Agreste Meridional(Garanhuns),Lajedo
26079593,Escola de Referencia em Ensino Medio Regina Pacis - Garanhuns,Agreste Meridional(Garanhuns),Palmeirina
26079739,Escola de Referencia em Ensino Medio Narciso Correia,Agreste Meridional(Garanhuns),Paranatama
26080516,Escola de Referencia em Ensino Medio Monsenhor Joao Marques,Agreste Meridional(Garanhuns),Saloa
26081059,Escola de Referencia em Ensino Medio Joao Fernandes da Silva,Agreste Meridional(Garanhuns),Sao Joao
26081180,Escola de Referencia em Ensino Medio Monsenhor Alfredo Damaso,Agreste Meridional(Garanhuns),Terezinha
26055473,Escola Paulina Monteiro,Agreste Centro Norte(Caruaru),Caruaru
26062585,Escola Pio XII,Agreste Centro Norte(Caruaru),Sao Caitano
26050196,Escola Professor Donino,Agreste Centro Norte(Caruaru),Belo Jardim
26082861,Escola de Referencia em Ensino Medio Leobaldo Soares da Silva,Mata Centro(Vitoria de Santo Antao),Barra de Guabiraba
26083159,Escola de Referencia em Ensino Medio Doutor Alexandrino da Rocha,Mata Centro(Vitoria de Santo Antao),Bonito
26083493,Escola Pe Jose Augusto,Mata Centro(Vitoria de Santo Antao),Bonito
26083639,Escola de Referencia em Ensino Medio Quintino Bocaiuva,Mata Centro(Vitoria de Santo Antao),Camocim de Sao Felix
26054965,Escola Professor Jose Bione de Araujo,Agreste Centro Norte(Caruaru),Caruaru
26054825,Escola Professora Jesuina Pereira Rego,Agreste Centro Norte(Caruaru),Caruaru
26064006,Escola Professora Maria Lucia Alves,Agreste Centro Norte(Caruaru),Santa Cruz do Capibaribe
26084791,Escola de Referencia em Ensino Medio Professor Manoel Edmundo,Mata Sul(Palmares),Lagoa Dos Gatos
26086077,Escola Joao Pessoa Souto Maior,Mata Centro(Vitoria de Santo Antao),Saire
26086638,Escola Frei Epifanio,Mata Centro(Vitoria de Santo Antao),Sao Joaquim do Monte
26086905,Escola de Referencia em Ensino Medio Joaquina Lira,Mata Norte(Nazare da Mata),Alianca
26087022,Escola Cel Luiz Ignacio Pessoa de Melo,Mata Norte(Nazare da Mata),Alianca
26087030,Escola Dom Bosco,Mata Norte(Nazare da Mata),Alianca
26087375,Escola de Referencia em Ensino Medio Jaime Coelho,Mata Norte(Nazare da Mata),Buenos Aires
26087529,Escola de Referencia em Ensino Fundamental Laurindo Gomes,Mata Norte(Nazare da Mata),Buenos Aires
26087715,Escola de Referencia em Ensino Medio Pedro Tavares,Mata Norte(Nazare da Mata),Camutanga
26087880,Escola de Referencia em Ensino Fundamental E Medio Deputado Joao Teobaldo de Azevedo,Mata Norte(Nazare da Mata),Carpina
26087910,Escola de Referencia em Ensino Medio Joao Cavalcanti Petribu,Mata Norte(Nazare da Mata),Carpina
26087928,Escola de Referencia em Ensino Medio Jose de Lima Junior,Mata Norte(Nazare da Mata),Carpina
26088037,Escola Paula Frassinetti,Mata Norte(Nazare da Mata),Carpina
26088053,Escola Lions Clube de Carpina,Mata Norte(Nazare da Mata),Carpina
26088134,Escola Sao Jose,Mata Norte(Nazare da Mata),Carpina
26088258,Escola Aluisio Germano,Mata Norte(Nazare da Mata),Carpina
26088282,Escola de Referencia em Ensino Medio Joaquim Olavo,Mata Norte(Nazare da Mata),Carpina
26088410,Escola de Referencia em Ensino Medio Antonio Correia de Oliveira Andrade,Mata Norte(Nazare da Mata),Condado
26088533,Escola Julio Correia de Oliveira,Mata Norte(Nazare da Mata),Condado
26088606,Escola de Referencia em Ensino Medio emiliano Pereira Borges,Mata Norte(Nazare da Mata),Ferreiros
26088851,Escola de Referencia em Ensino Medio Augusto Gondim,Mata Norte(Nazare da Mata),Goiana
26088886,Escola de Referencia em Ensino Medio Doutor Joao Alfredo,Mata Norte(Nazare da Mata),Goiana
26088894,Escola de Referencia em Ensino Medio Benigno Pessoa de Araujo,Mata Norte(Nazare da Mata),Goiana
26089190,Escola Andre Vidal de Negreiros,Mata Norte(Nazare da Mata),Goiana
26089238,Escola Cel Jose Pinto de Abreu,Mata Norte(Nazare da Mata),Goiana
26089424,Escola de Referencia em Ensino Medio Frei Campo Mayor,Mata Norte(Nazare da Mata),Goiana
26089505,Escola de Referencia em Ensino Medio Frei Orlando,Mata Norte(Nazare da Mata),Itambe
26089530,Escola Arruda Camara,Mata Norte(Nazare da Mata),Itambe
26089718,Escola de Referencia em Ensino Fundamental Jose Antonio Bezerra de Menezes,Mata Norte(Nazare da Mata),Itambe
26089947,Escola Severino Gouveia de Lima,Mata Norte(Nazare da Mata),Itaquitinga
26090058,Escola de Referencia em Ensino Medio Doutor Francisco Siqueira C da Cunha,Mata Norte(Nazare da Mata),Lagoa do Carro
26090309,Escola de Referencia em Ensino Medio Tristao Ferreira Bessa,Vale do Capibaribe(Limoeiro),Lagoa de Itaenga
26090406,Escola de Referencia em Ensino Medio Creusa de Freitas Cavalcanti,Mata Norte(Nazare da Mata),Macaparana
26090759,Escola Brigadeiro Eduardo Gomes,Mata Norte(Nazare da Mata),Macaparana
26090767,Escola Antonio Coutinho,Mata Norte(Nazare da Mata),Macaparana
26090856,Escola Capitao Plinio de Souza Monteiro,Mata Norte(Nazare da Mata),Nazare da Mata
26090864,Escola Dom Carlos Coelho - Nazare,Mata Norte(Nazare da Mata),Nazare da Mata
26090899,Escola Dom Ricardo Vilela,Mata Norte(Nazare da Mata),Nazare da Mata
26090902,Escola de Referencia em Ensino Medio Don Vieira,Mata Norte(Nazare da Mata),Nazare da Mata
26090910,Escola de Referencia em Ensino Medio Maciel Monteiro,Mata Norte(Nazare da Mata),Nazare da Mata
26090970,Escola de Aplicacao Professor Chaves,Mata Norte(Nazare da Mata),Nazare da Mata
26091259,Escola de Referencia em Ensino Medio Confederacao do Equador,Mata Norte(Nazare da Mata),Paudalho
26091267,Escola de Referencia em Ensino Medio Herculano Bandeira,Mata Norte(Nazare da Mata),Paudalho
26091291,Escola de Referencia em Ensino Medio Monsenhor Landelino Barreto Lins,Mata Norte(Nazare da Mata),Paudalho
26091542,Escola Joao Cavalcanti Petribu,Mata Norte(Nazare da Mata),Paudalho
26091658,Escola de Referencia em Ensino Fundamental Clovis Salgado,Mata Norte(Nazare da Mata),Timbauba
26091720,Escola de Referencia em Ensino Medio Jornalista Jader de Andrade,Mata Norte(Nazare da Mata),Timbauba
26091771,Escola Mariana Ferreira Lima,Mata Norte(Nazare da Mata),Timbauba
26091828,Escola de Referencia em Ensino Medio Professor Jose Mendes da Silva,Mata Norte(Nazare da Mata),Timbauba
26091836,Escola Professora Elisabeth Lyra,Mata Norte(Nazare da Mata),Timbauba
26091879,Escola de Referencia em Ensino Fundamental Ana Eufrasia Cabral de Moura,Mata Norte(Nazare da Mata),Timbauba
26091925,Escola Professor Joao Roberto Moreira,Mata Norte(Nazare da Mata),Timbauba
26092298,Escola de Referencia em Ensino Fundamental Agamenon Magalhaes,Mata Norte(Nazare da Mata),Tracunhaem
26092301,Escola de Referencia em Ensino Medio Doutor Walfredo Luiz Pessoa de Melo,Mata Norte(Nazare da Mata),Tracunhaem
26092492,Escola de Referencia em Ensino Medio Doutor Joaquim Correia,Mata Norte(Nazare da Mata),Vicencia
26092786,Escola de Referencia em Ensino Medio Padre Guedes,Mata Norte(Nazare da Mata),Vicencia
26093030,Escola de Referencia em Ensino Medio Presidente Costa E Silva,Mata Centro(Vitoria de Santo Antao),Cha de Alegria
26093219,Escola de Referencia em Ensino Medio Joao Batista de Vasconcelos - Cha Grande,Mata Centro(Vitoria de Santo Antao),Cha Grande
26093570,Escola de Referencia em Ensino Medio Professor Barros Guimaraes,Mata Centro(Vitoria de Santo Antao),Gloria do Goita
26093600,Escola Paroquial de Menores,Mata Centro(Vitoria de Santo Antao),Gloria do Goita
26093995,Escola de Referencia em Ensino Medio Capitao Manoel Gomes D Assuncao,Mata Centro(Vitoria de Santo Antao),Pombos
26094800,Escola de Referencia em Ensino Medio Antonio Dias Cardoso,Mata Centro(Vitoria de Santo Antao),Vitoria de Santo Antao
26094860,Escola de Referencia em Ensino Medio Guiomar Krause Goncalves,Mata Centro(Vitoria de Santo Antao),Vitoria de Santo Antao
26094878,Escola Madre Lucila Magalhaes,Mata Centro(Vitoria de Santo Antao),Vitoria de Santo Antao
26095289,Escola Tecnica Estadual Jose Joaquim da Silva Filho,Mata Centro(Vitoria de Santo Antao),Vitoria de Santo Antao
26095297,Escola de Referencia em Ensino Medio Professora Amelia Coelho,Mata Centro(Vitoria de Santo Antao),Vitoria de Santo Antao
26095335,Escola de Referencia em Ensino Medio Senador Joao Cleofas de Oliveira,Mata Centro(Vitoria de Santo Antao),Vitoria de Santo Antao
26095530,Escola de Referencia em Ensino Medio Professora Eudoxia de Alcantara Ferreira,Mata Centro(Vitoria de Santo Antao),Vitoria de Santo Antao
26095572,Escola Olivia Carneiro de Carvalho,Mata Centro(Vitoria de Santo Antao),Vitoria de Santo Antao
26096030,Escola de Referencia em Ensino Medio Joao Vicente de Queiroz,Mata Sul(Palmares),Agua Preta
26096072,Escola Mirandolina Pessoa de Queiroz,Mata Sul(Palmares),Xexeu
26096358,Escola de Referencia em Ensino Medio Joao Vicente de Queiroz - Usina,Mata Sul(Palmares),Agua Preta
26097117,Escola de Referencia em Ensino Medio Antonio Alves de Araujo,Mata Sul(Palmares),Amaraji
26097249,Escola Dom Luiz de Brito,Mata Sul(Palmares),Amaraji
26097257,Escola de Referencia em Ensino Medio Doutor Anthenor Guimaraes,Mata Sul(Palmares),Barreiros
26097354,Escola de Referencia em Ensino Fundamental E Medio Cristiano Barbosa E Silva,Mata Sul(Palmares),Barreiros
26097370,Escola Helio Santiago Ramos,Mata Sul(Palmares),Barreiros
26097591,Escola de Referencia em Ensino Medio Professor Joaquim Augusto de Noronha Filho,Mata Sul(Palmares),Barreiros
26097710,Escola Tecnica Estadual Central de Barreiros,Mata Sul(Palmares),Barreiros
26097982,Escola de Referencia em Ensino Medio Presidente Tancredo Neves,Mata Sul(Palmares),Belem de Maria
26098210,Escola Athayde Accioly Lins,Mata Sul(Palmares),Catende
26098270,Escola de Referencia em Ensino Medio Costa Azevedo - Catende,Mata Sul(Palmares),Catende
26098415,Escola de Referencia em Ensino Fundamental E Medio Sofia Feijo Sampaio,Mata Sul(Palmares),Catende
26098482,Escola de Referencia em Ensino Medio Mendo Sampaio,Mata Sul(Palmares),Catende
26098504,Escola Tobias Barreto,Mata Sul(Palmares),Catende
26098822,Escola de Referencia em Ensino Medio Professora Abigail Guerra,Mata Sul(Palmares),Cortes
26098920,Escola Tecnica Estadual Luiz Dias Lins,Mata Centro(Vitoria de Santo Antao),Escada
26099322,Escola de Referencia em Ensino Medio Professor Eraldo Campos,Mata Centro(Vitoria de Santo Antao),Escada
26099365,Escola Doutor Fernando Campelo,Mata Centro(Vitoria de Santo Antao),Escada
26099489,Escola de Referencia em Ensino Medio Monsenhor Joao Rodrigues de Carvalho,Mata Centro(Vitoria de Santo Antao),Escada
26099497,Escola de Referencia em Ensino Medio Vigario Pedrosa,Mata Centro(Vitoria de Santo Antao),Escada
26099853,Escola de Referencia em Ensino Medio Doutor Jaime Monteiro,Mata Sul(Palmares),Gameleira
26100525,Escola de Referencia em Ensino Medio Governador Eduardo Campos,Mata Sul(Palmares),Joaquim Nabuco
26100614,Escola de Referencia em Ensino Medio Fabio da Silveira Barros,Mata Sul(Palmares),Maraial
26100940,Escola de Referencia em Ensino Medio Miguel Pellegrino,Mata Sul(Palmares),Jaqueira
26101084,Escola de Referencia em Ensino Medio Monsenhor Abilio Americo Galvao,Mata Sul(Palmares),Palmares
26101203,Escola de Referencia em Ensino Medio Doutor Pedro Afonso de Medeiros,Mata Sul(Palmares),Palmares
26101599,Escola Professor Eliseu Pereira de Melo,Mata Sul(Palmares),Palmares
26101602,Escola de Referencia em Ensino Medio da Fraternidade Palmarense,Mata Sul(Palmares),Palmares
26101610,Escola Maquinista Amaro Monteiro,Mata Sul(Palmares),Palmares
26101653,Escola Tecnica Estadual de Palmares,Mata Sul(Palmares),Palmares
26102153,Escola de Referencia em Ensino Medio Elisa Marques de Assis,Mata Sul(Palmares),Primavera
26102250,Escola de Referencia em Ensino Medio Doutor Fernando Pessoa de Mello,Mata Sul(Palmares),Quipapa
26102552,Escola de Referencia em Ensino Medio Joao Lopes de Siqueira Santos,Mata Sul(Palmares),Ribeirao
26102633,Escola de Referencia em Ensino Medio Padre Americo Novais,Mata Sul(Palmares),Ribeirao
26103052,Escola de Referencia em Ensino Fundamental E Medio Joaquim Nabuco,Mata Sul(Palmares),Ribeirao
26103370,Escola de Referencia em Ensino Medio Joaquim Silverio Pimentel,Mata Sul(Palmares),Rio Formoso
26103745,Escola de Referencia em Ensino Medio Wilson de Andrade Barreto,Mata Sul(Palmares),Rio Formoso
26103834,Escola de Referencia em Ensino Medio Tamandare,Mata Sul(Palmares),Tamandare
26104083,Escola de Referencia em Ensino Medio Eloy Malta de Alencar,Mata Sul(Palmares),Sao Benedito do Sul
26104229,Escola de Referencia em Ensino Medio Professor Carlos Jose Dias da Silva,Mata Sul(Palmares),Sao Jose da Coroa Grande
26104245,Escola Sao Francisco de Assis - Lt,Mata Sul(Palmares),Sao Jose da Coroa Grande
26104601,Escola de Referencia em Ensino Medio Barra do Sirinhaem,Mata Sul(Palmares),Sirinhaem
26104920,Escola de Referencia em Ensino Medio Doutor Eurico Chaves,Mata Sul(Palmares),Sirinhaem
26105101,Escola de Referencia em Ensino Medio Joao Pereira Sobrinho,Mata Sul(Palmares),Xexeu
26105187,Escola Barao de Vera Cruz,Metropolitano Norte,Igarassu
26105195,Escola de Referencia em Ensino Medio Brasilino Jose de Carvalho,Metropolitano Norte,Igarassu
26105225,Escola de Referencia em Ensino Fundamental Desembargador Carlos Xavier Paes Barretto,Metropolitano Norte,Igarassu
26105250,Escola de Referencia em Ensino Medio Eurico Pfisterer,Metropolitano Norte,Igarassu
26105314,Escola de Referencia em Ensino Medio Joao Pessoa Guerra,Metropolitano Norte,Igarassu
26105519,Escola de Referencia em Ensino Medio Santos Cosme E Damiao,Metropolitano Norte,Igarassu
26105730,Escola Professor Aderbal Jurema - Mn,Metropolitano Norte,Igarassu
26105837,Escola de Referencia em Ensino Medio Maria Gayao Pessoa Guerra,Metropolitano Norte,Aracoiaba
26105888,Escola de Referencia em Ensino Fundamental E Medio Nova Cruz,Metropolitano Norte,Igarassu
26106060,Escola de Referencia em Ensino Medio Alberto Augusto de Morais Pradines,Metropolitano Norte,Ilha de Itamaraca
26106159,Escola Senador Paulo Pessoa Guerra,Metropolitano Norte,Ilha de Itamaraca
26106213,Escola de Jaguaribe,Metropolitano Norte,Ilha de Itamaraca
26106337,Escola Professora Gercina Fernandes Rodrigues,Metropolitano Norte,Itapissuma
26106353,Escola de Referencia em Ensino Fundamental E Ensino Medio Senador Jose Ermirio de Moraes,Metropolitano Norte,Itapissuma
26106388,Escola de Referencia em Ensino Medio Euridice Cadaval,Metropolitano Norte,Itapissuma
26106582,Escola General Abreu E Lima,Metropolitano Norte,Abreu E Lima
26106612,Escola Marechal Costa E Silva,Metropolitano Norte,Abreu E Lima
26106698,Escola Orfanato Estrela de Bethel,Metropolitano Norte,Abreu E Lima
26106701,Escola de Referencia em Ensino Fundamental E Medio Pastor Amaro de Sena,Metropolitano Norte,Abreu E Lima
26106728,Escola de Referencia em Ensino Fundamental E Ensino Medio Polivalente de Abreu E Lima,Metropolitano Norte,Abreu E Lima
26106957,Escola de Referencia em Ensino Medio Luiz Rodolfo de Araujo Junior,Metropolitano Norte,Abreu E Lima
26107074,Escola de Referencia em Ensino Fundamental E Medio Professora Azinete Ramos Carneiro,Metropolitano Norte,Abreu E Lima
26107082,Escola Professora Isaura de Franca,Metropolitano Norte,Abreu E Lima
26107104,Escola de Abreu E Lima,Metropolitano Norte,Abreu E Lima
26107546,Escola de Referencia em Ensino Fundamental E Medio Antonio Correia de Araujo,Metropolitano Sul,Camaragibe
26107562,Escola de Referencia em Ensino Fundamental E Medio Conselheiro Samuel Mac Dowell,Metropolitano Sul,Camaragibe
26107570,Escola de Referencia em Ensino Fundamental E Ensino Medio Deputado Oscar Carneiro,Metropolitano Sul,Camaragibe
26107597,Escola de Referencia em Ensino Fundamental E Ensino Medio Francisco de Paula Correa de Araujo,Metropolitano Sul,Camaragibe
26107600,Escola Frei Caneca,Metropolitano Sul,Camaragibe
26107627,Escola Joaquim Amazonas,Metropolitano Sul,Camaragibe
26107651,Escola Maria da Conceicao do Rego B Lacerda,Recife Sul,Recife
26107678,Escola Ministro Jarbas Passarinho,Metropolitano Sul,Camaragibe
26107937,Escola de Referencia em Ensino Medio Professor Antonio Carneiro Leao,Metropolitano Sul,Camaragibe
26107945,Escola de Referencia em Ensino Medio Professor Carlos Frederico do Rego Maciel,Metropolitano Sul,Camaragibe
26107961,Escola Professor Nelson Chaves,Metropolitano Sul,Camaragibe
26107996,Escola Vale Das Pedreiras,Metropolitano Sul,Camaragibe
26108038,Escola de Referencia em Ensino Medio Tito Pereira de Oliveira,Metropolitano Sul,Camaragibe
26108046,Escola Major Lelio,Metropolitano Sul,Camaragibe
26108240,Escola Timbi,Metropolitano Sul,Camaragibe
26108275,Escola Santa Apolonia,Gre Metropolitana Sul,Camaragibe
26108801,Escola de Referencia em Ensino Medio Frei Romeu Perea,Metropolitano Sul,Jaboatao Dos Guararapes
26108925,Escola de Referencia em Ensino Medio Nestor Gomes de Moura,Metropolitano Sul,Jaboatao Dos Guararapes
26108984,Escola de Referencia em Ensino Medio Poeta Mauro Mota,Metropolitano Sul,Jaboatao Dos Guararapes
26109042,Escola de Referencia em Ensino Medio Rodolfo Aureliano,Metropolitano Sul,Jaboatao Dos Guararapes
26109107,Escola de Referencia em Ensino Medio Simon Bolivar,Metropolitano Sul,Jaboatao Dos Guararapes
26109115,Escola Souza Brandao,Metropolitano Sul,Jaboatao Dos Guararapes
26109360,Escola de Referencia em Ensino Medio Bernardo Vieira,Metropolitano Sul,Jaboatao Dos Guararapes
26109441,Escola de Referencia em Ensino Medio Desportista Rubem Rodrigues Moreira,Metropolitano Sul,Jaboatao Dos Guararapes
26109468,Escola de Referencia em Ensino Medio Vila Rica,Metropolitano Sul,Jaboatao Dos Guararapes
26109506,Escola Henriqueta de Oliveira,Metropolitano Sul,Jaboatao Dos Guararapes
26110016,Escola de Referencia em Ensino Medio Frei Jaboatao,Metropolitano Sul,Jaboatao Dos Guararapes
26110148,Escola Alfredo Tenorio,Metropolitano Sul,Jaboatao Dos Guararapes
26110199,Escola de Referencia em Ensino Medio Murilo Braga,Metropolitano Sul,Jaboatao Dos Guararapes
26110229,Escola de Referencia em Ensino Fundamental E Medio Odete Antunes,Metropolitano Sul,Jaboatao Dos Guararapes
26110237,Escola de Referencia em Ensino Medio Senador Petronio Portela,Metropolitano Sul,Jaboatao Dos Guararapes
26110245,Escola de Referencia em Ensino Medio Senador Aderbal Jurema,Metropolitano Sul,Jaboatao Dos Guararapes
26110270,Escola de Referencia em Ensino Medio Professor Moacyr de Albuquerque,Metropolitano Sul,Jaboatao Dos Guararapes
26110849,Escola Alto Dos Guararapes,Metropolitano Sul,Jaboatao Dos Guararapes
26110857,Escola Alzira da Fonseca Breuel,Metropolitano Sul,Jaboatao Dos Guararapes
26110881,Escola de Referencia em Ensino Medio Augusto Severo,Metropolitano Sul,Jaboatao Dos Guararapes
26110970,Escola de Referencia em Ensino Medio Edmur Arlindo de Oliveira,Metropolitano Sul,Jaboatao Dos Guararapes
26110997,Escola de Referencia em Ensino Medio Edson Moury Fernandes,Metropolitano Sul,Jaboatao Dos Guararapes
26111012,Escola de Referencia em Ensino Medio Felipe Camarao,Metropolitano Sul,Jaboatao Dos Guararapes
26111020,Escola de Referencia em Ensino Medio Humberto Lins Barradas,Metropolitano Sul,Jaboatao Dos Guararapes
26111071,Escola Jose Glicerio,Metropolitano Sul,Jaboatao Dos Guararapes
26111195,Escola Pedro Barros Filho,Metropolitano Sul,Jaboatao Dos Guararapes
26111209,Escola de Referencia em Ensino Medio Professor Benedito Cunha Melo,Metropolitano Sul,Jaboatao Dos Guararapes
26111225,Escola de Referencia em Ensino Medio Professor Epitacio Andre Dias,Metropolitano Sul,Jaboatao Dos Guararapes
26111241,Escola de Referencia em Ensino Medio Desembargador Jose Neves Filho,Metropolitano Sul,Jaboatao Dos Guararapes
26111268,Escola Joao Paulo I,Metropolitano Sul,Jaboatao Dos Guararapes
26111284,Escola Vila Joao de Deus,Metropolitano Sul,Jaboatao Dos Guararapes
26111314,Escola de Referencia em Ensino Medio Saturnino de Brito,Metropolitano Sul,Jaboatao Dos Guararapes
26111349,Escola de Referencia em Ensino Fundamental E Medio Supervisora Miriam Seixas,Metropolitano Sul,Jaboatao Dos Guararapes
26111357,Escola Zequinha Barreto,Metropolitano Sul,Jaboatao Dos Guararapes
26111403,Escola de Referencia em Ensino Medio Adelaide Pessoa Camara,Metropolitano Sul,Jaboatao Dos Guararapes
26111411,Escola Amor Divino,Metropolitano Sul,Jaboatao Dos Guararapes
26111853,Escola Artur Mendonca,Metropolitano Sul,Moreno
26111870,Escola de Referencia em Ensino Medio Cardeal Dom Jaime Camara,Metropolitano Sul,Moreno
26111926,Escola de Referencia em Ensino Medio Maria do Ceu Bandeira,Metropolitano Sul,Moreno
26112108,Escola de Referencia em Ensino Medio Sofronio Portela,Metropolitano Sul,Moreno
26112701,Escola de Referencia em Ensino Medio de Olinda,Metropolitano Norte,Olinda
26113198,Escola Antonio Souto Filho,Metropolitano Norte,Olinda
26113210,Escola Argentina Castello Branco,Metropolitano Norte,Olinda
26113236,Escola de Referencia em Ensino Medio Aurea de Moura Cavalcanti,Metropolitano Norte,Olinda
26113260,Escola Carlos Goncalves,Metropolitano Norte,Olinda
26113279,Escola Cel Valeriano Eugenio de Melo,Metropolitano Norte,Olinda
26113325,Escola de Referencia em Ensino Fundamental E Medio Clidio de Lima Nigro,Metropolitano Norte,Olinda
26113333,Escola Conego Jonas Taurino,Metropolitano Norte,Olinda
26113392,Escola de Referencia em Ensino Medio Desembargador Renato Fonseca,Metropolitano Norte,Olinda
26113449,Escola de Referencia em Ensino Fundamental Dom Pedro Bandeira de Melo,Metropolitano Norte,Olinda
26113538,Escola de Referencia em Ensino Medio Guedes Alcoforado,Metropolitano Norte,Olinda
26113562,Escola de Referencia em Ensino Fundamental E Medio Jeronimo de Albuquerque,Metropolitano Norte,Olinda
26113635,Escola de Referencia em Ensino Fundamental E Medio Maria Emilia Romeiro Estelita,Metropolitano Norte,Olinda
26113660,Escola Marechal Mascarenhas de Moraes,Metropolitano Norte,Olinda
26113724,Escola Monsenhor Arruda Camara,Metropolitano Norte,Olinda
26113783,Escola de Referencia em Ensino Medio Padre Francisco Carneiro,Metropolitano Norte,Olinda
26113805,Escola de Referencia em Ensino Medio Pintor Manoel Bandeira,Metropolitano Norte,Olinda
26113813,Escola de Referencia em Ensino Fundamental E Medio Compositor Antonio Maria,Metropolitano Norte,Olinda
26113830,Escola de Referencia em Ensino Fundamental Professor Candido Pessoa,Metropolitano Norte,Olinda
26113856,Escola de Referencia em Ensino Medio Professor Estevao Pinto,Metropolitano Norte,Olinda
26113872,Escola Professora Deana Clark Xavier,Metropolitano Norte,Olinda
26113880,Escola Professora Ines Borba,Metropolitano Norte,Olinda
26113929,Escola Raimundo Diniz,Metropolitano Norte,Olinda
26114054,Escola Sao Lucas,Metropolitano Norte,Olinda
26114135,Escola de Referencia em Ensino Fundamental Santo Inacio de Loyola,Metropolitano Norte,Olinda
26114488,Escola Capitao Andre Pereira Temudo,Metropolitano Norte,Olinda
26114496,Escola de Referencia em Ensino Medio Capitao Luiz Reis,Metropolitano Norte,Olinda
26114607,Escola Joao Matos Guimaraes,Metropolitano Norte,Olinda
26114720,Escola de Referencia em Ensino Medio Professor Ernesto Silva,Metropolitano Norte,Olinda
26114852,Escola de Referencia em Ensino Fundamental Sigismundo Goncalves,Metropolitano Norte,Olinda
26114860,Escola de Referencia em Ensino Fundamental E Medio Tabajara,Metropolitano Norte,Olinda
26115050,Escola Joaquim Nabuco - Olinda,Metropolitano Norte,Olinda
26115069,Escola Nossa Senhora do Carmo - Olinda,Metropolitano Norte,Olinda
26115085,Escola Themistocles de Andrade,Metropolitano Norte,Olinda
26115883,Escola de Referencia em Ensino Medio de Paulista,Metropolitano Norte,Paulista
26115913,Escola de Referencia em Ensino Medio Doutor Luiz Cabral de Melo,Metropolitano Norte,Paulista
